"SECONDS";"PID";"VALUE";"UNITS"
"62032.380415";"Пройденный путь";"0.810565380611111";"km"
"62032.380415";"Пройденный путь (общий)";"26.5257000154167";"km"
"62032.380415";"Скорость автомобиля";"12";"km/h"
"62032.380415";"Средняя скорость";"10.7080958949034";"km/h"
"62032.380415";"Ускорение";"-1.03169382410827";"m_sec2"
"62032.581415";"Температура охлаждающей жидкости";"70";"℃"
"62032.988415";"Использовано топлива";"0.284265819928246";"L"
"62032.988415";"Использовано топлива (общий)";"3.50514306464865";"L"
"62032.988415";"Массовый расход воздуха";"7.25";"g/sec"
"62032.988415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62032.988415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62032.988415";"Расчетный наддув";"-0.190181114833364";"bar"
"62032.988415";"Средний расход топлива (л/100 км)";"35.0700667371124";"L/100km"
"62032.988415";"Средний расход топлива (л/100 км) (общий)";"13.2141397309457";"L/100km"
"62032.988415";"Стоимость топлива";"0.287108478127528";"$"
"62032.988415";"Стоимость топлива (общий)";"3.25";"$"
"62033.187415";"Обороты двигателя";"806";"rpm"
"62033.381415";"Мгновенный расход топлива (л/100 км)";"30.4025719876992";"L/100km"
"62033.381415";"Пройденный путь";"0.812790803944444";"km"
"62033.381415";"Пройденный путь (общий)";"26.52792543875";"km"
"62033.381415";"Скорость автомобиля";"8";"km/h"
"62033.381415";"Средняя скорость";"10.6981802122587";"km/h"
"62033.381415";"Ускорение";"-1.18327664811748";"m_sec2"
"62033.565415";"Температура охлаждающей жидкости";"70";"℃"
"62033.962415";"Использовано топлива";"0.284923953322151";"L"
"62033.962415";"Использовано топлива (общий)";"3.50580119804255";"L"
"62033.962415";"Массовый расход воздуха";"7.25";"g/sec"
"62033.962415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62033.962415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62033.962415";"Расчетный наддув";"-0.174863455680139";"bar"
"62033.962415";"Средний расход топлива (л/100 км)";"35.0550168554351";"L/100km"
"62033.962415";"Средний расход топлива (л/100 км) (общий)";"13.2155121068063";"L/100km"
"62033.962415";"Стоимость топлива";"0.287773192855373";"$"
"62033.962415";"Стоимость топлива (общий)";"3.25";"$"
"62034.199415";"Обороты двигателя";"807";"rpm"
"62034.401415";"Мгновенный расход топлива (л/100 км)";"48.6441151803187";"L/100km"
"62034.401415";"Пройденный путь";"0.814208199361111";"km"
"62034.401415";"Пройденный путь (общий)";"26.5293428341667";"km"
"62034.401415";"Скорость автомобиля";"5";"km/h"
"62034.401415";"Средняя скорость";"10.6769975229103";"km/h"
"62034.401415";"Ускорение";"-1.03583053845537";"m_sec2"
"62034.585415";"Температура охлаждающей жидкости";"70";"℃"
"62034.977415";"Использовано топлива";"0.285609961077719";"L"
"62034.977415";"Использовано топлива (общий)";"3.50648720579812";"L"
"62034.977415";"Массовый расход воздуха";"7.25";"g/sec"
"62034.977415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62034.977415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62034.977415";"Расчетный наддув";"-0.175902348547945";"bar"
"62034.977415";"Средний расход топлива (л/100 км)";"35.0782467312206";"L/100km"
"62034.977415";"Средний расход топлива (л/100 км) (общий)";"13.2173918808203";"L/100km"
"62034.977415";"Стоимость топлива";"0.288466060688496";"$"
"62034.977415";"Стоимость топлива (общий)";"3.25";"$"
"62035.173415";"Обороты двигателя";"820";"rpm"
"62035.374415";"Мгновенный расход топлива (л/100 км)";"121.610287950797";"L/100km"
"62035.374415";"Пройденный путь";"0.814748055583333";"km"
"62035.374415";"Пройденный путь (общий)";"26.5298826903889";"km"
"62035.374415";"Скорость автомобиля";"2";"km/h"
"62035.374415";"Средняя скорость";"10.6463932917644";"km/h"
"62035.374415";"Ускорение";"-1.04662833913689";"m_sec2"
"62035.553415";"Температура охлаждающей жидкости";"71";"℃"
"62035.961415";"Использовано топлива";"0.286251432375827";"L"
"62035.961415";"Использовано топлива (общий)";"3.50712867709623";"L"
"62035.961415";"Массовый расход воздуха";"7";"g/sec"
"62035.961415";"Мгновенный расход топлива (л/ч)";"2.34833659491194";"L/h"
"62035.961415";"Моментальная мощность двигателя (от расхода топлива)";"6.75714285714286";"hp"
"62035.961415";"Расчетный наддув";"-0.217593669797703";"bar"
"62035.961415";"Средний расход топлива (л/100 км)";"35.1337361794476";"L/100km"
"62035.961415";"Средний расход топлива (л/100 км) (общий)";"13.2195408401364";"L/100km"
"62035.961415";"Стоимость топлива";"0.289113946699586";"$"
"62035.961415";"Стоимость топлива (общий)";"3.25";"$"
"62036.172415";"Обороты двигателя";"826";"rpm"
"62036.371415";"Мгновенный расход топлива (л/100 км)";"234.833659491194";"L/100km"
"62036.371415";"Пройденный путь";"0.815025357111111";"km"
"62036.371415";"Пройденный путь (общий)";"26.5301599919167";"km"
"62036.371415";"Скорость автомобиля";"1";"km/h"
"62036.371415";"Средняя скорость";"10.6115645857873";"km/h"
"62036.371415";"Ускорение";"-0.765436179854656";"m_sec2"
"62036.567415";"Температура охлаждающей жидкости";"71";"℃"
"62036.957415";"Использовано топлива";"0.286924500121145";"L"
"62036.957415";"Использовано топлива (общий)";"3.50780174484155";"L"
"62036.957415";"Массовый расход воздуха";"7.25";"g/sec"
"62036.957415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62036.957415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62036.957415";"Расчетный наддув";"-0.195163372007496";"bar"
"62036.957415";"Средний расход топлива (л/100 км)";"35.2043648234651";"L/100km"
"62036.957415";"Средний расход топлива (л/100 км) (общий)";"13.2219396562641";"L/100km"
"62036.957415";"Стоимость топлива";"0.289793745122356";"$"
"62036.957415";"Стоимость топлива (общий)";"3.25";"$"
"62037.169415";"Обороты двигателя";"815";"rpm"
"62037.372415";"Пройденный путь";"0.815025357111111";"km"
"62037.372415";"Пройденный путь (общий)";"26.5301599919167";"km"
"62037.372415";"Скорость автомобиля";"0";"km/h"
"62037.372415";"Средняя скорость";"10.5733092875893";"km/h"
"62037.372415";"Ускорение";"-0.556841678860177";"m_sec2"
"62037.582415";"Температура охлаждающей жидкости";"71";"℃"
"62037.999415";"Использовано топлива";"0.2889894904063";"L"
"62037.999415";"Использовано топлива (общий)";"3.5098667351267";"L"
"62037.999415";"Массовый расход воздуха";"21.25";"g/sec"
"62037.999415";"Мгновенный расход топлива (л/ч)";"7.12887894883981";"L/h"
"62037.999415";"Моментальная мощность двигателя (от расхода топлива)";"20.5127551020408";"hp"
"62037.999415";"Расчетный наддув";"1.41695360276512";"bar"
"62037.999415";"Средний расход топлива (л/100 км)";"35.4577299816333";"L/100km"
"62037.999415";"Средний расход топлива (л/100 км) (общий)";"13.2297232138672";"L/100km"
"62037.999415";"Стоимость топлива";"0.291879385310363";"$"
"62037.999415";"Стоимость топлива (общий)";"3.25";"$"
"62038.190415";"Обороты двигателя";"1293";"rpm"
"62038.379415";"Пройденный путь";"0.815025357111111";"km"
"62038.379415";"Пройденный путь (общий)";"26.5301599919167";"km"
"62038.379415";"Скорость автомобиля";"0";"km/h"
"62038.379415";"Средняя скорость";"10.5350951187537";"km/h"
"62038.379415";"Ускорение";"-0.349218231406561";"m_sec2"
"62038.573415";"Температура охлаждающей жидкости";"71";"℃"
"62038.943415";"Использовано топлива";"0.292152458256454";"L"
"62038.943415";"Использовано топлива (общий)";"3.51302970297685";"L"
"62038.943415";"Массовый расход воздуха";"36";"g/sec"
"62038.943415";"Мгновенный расход топлива (л/ч)";"12.0771596309757";"L/h"
"62038.943415";"Моментальная мощность двигателя (от расхода топлива)";"34.7510204081633";"hp"
"62038.943415";"Расчетный наддув";"1.40879432766918";"bar"
"62038.943415";"Средний расход топлива (л/100 км)";"35.8458121219687";"L/100km"
"62038.943415";"Средний расход топлива (л/100 км) (общий)";"13.2416453728406";"L/100km"
"62038.943415";"Стоимость топлива";"0.295073982839018";"$"
"62038.943415";"Стоимость топлива (общий)";"3.25";"$"
"62039.134415";"Обороты двигателя";"1245";"rpm"
"62039.312415";"Мгновенный расход топлива (л/100 км)";"603.857981548784";"L/100km"
"62039.312415";"Пройденный путь";"0.815543925222222";"km"
"62039.312415";"Пройденный путь (общий)";"26.5306785600278";"km"
"62039.312415";"Скорость автомобиля";"2";"km/h"
"62039.312415";"Средняя скорость";"10.5065849020355";"km/h"
"62039.505415";"Температура охлаждающей жидкости";"71";"℃"
"62039.911415";"Использовано топлива";"0.293415433337993";"L"
"62039.911415";"Использовано топлива (общий)";"3.51429267805839";"L"
"62039.911415";"Массовый расход воздуха";"14";"g/sec"
"62039.911415";"Мгновенный расход топлива (л/ч)";"4.69667318982388";"L/h"
"62039.911415";"Моментальная мощность двигателя (от расхода топлива)";"13.5142857142857";"hp"
"62039.911415";"Расчетный наддув";"-0.0350294194674832";"bar"
"62039.911415";"Средний расход топлива (л/100 км)";"35.9778822775294";"L/100km"
"62039.911415";"Средний расход топлива (л/100 км) (общий)";"13.2461469845448";"L/100km"
"62039.911415";"Стоимость топлива";"0.296349587671373";"$"
"62039.911415";"Стоимость топлива (общий)";"3.25";"$"
"62040.096415";"Обороты двигателя";"1149";"rpm"
"62040.298415";"Мгновенный расход топлива (л/100 км)";"93.9334637964775";"L/100km"
"62040.298415";"Пройденный путь";"0.816912918";"km"
"62040.298415";"Пройденный путь (общий)";"26.5320475528056";"km"
"62040.298415";"Скорость автомобиля";"5";"km/h"
"62040.298415";"Средняя скорость";"10.4872295297787";"km/h"
"62040.487415";"Температура охлаждающей жидкости";"71";"℃"
"62040.944415";"Использовано топлива";"0.295437147036623";"L"
"62040.944415";"Использовано топлива (общий)";"3.51631439175702";"L"
"62040.944415";"Массовый расход воздуха";"21";"g/sec"
"62040.944415";"Мгновенный расход топлива (л/ч)";"7.04500978473581";"L/h"
"62040.944415";"Моментальная мощность двигателя (от расхода топлива)";"20.2714285714286";"hp"
"62040.944415";"Расчетный наддув";"0.576677705956898";"bar"
"62040.944415";"Средний расход топлива (л/100 км)";"36.1650722527347";"L/100km"
"62040.944415";"Средний расход топлива (л/100 км) (общий)";"13.2530834069955";"L/100km"
"62040.944415";"Стоимость топлива";"0.298391518506989";"$"
"62040.944415";"Стоимость топлива (общий)";"3.25";"$"
"62041.152415";"Обороты двигателя";"962";"rpm"
"62041.354415";"Мгновенный расход топлива (л/100 км)";"100.642996924797";"L/100km"
"62041.354415";"Пройденный путь";"0.818966207777777";"km"
"62041.354415";"Пройденный путь (общий)";"26.5341008425833";"km"
"62041.354415";"Скорость автомобиля";"7";"km/h"
"62041.354415";"Средняя скорость";"10.4741474987161";"km/h"
"62041.354415";"Ускорение";"0.48829745073936";"m_sec2"
"62041.563415";"Температура охлаждающей жидкости";"71";"℃"
"62041.989415";"Использовано топлива";"0.296264579223745";"L"
"62041.989415";"Использовано топлива (общий)";"3.51714182394415";"L"
"62041.989415";"Массовый расход воздуха";"8.5";"g/sec"
"62041.989415";"Мгновенный расход топлива (л/ч)";"2.85155157953592";"L/h"
"62041.989415";"Моментальная мощность двигателя (от расхода топлива)";"8.20510204081633";"hp"
"62041.989415";"Расчетный наддув";"-0.189709070164833";"bar"
"62041.989415";"Средний расход топлива (л/100 км)";"36.1754339080294";"L/100km"
"62041.989415";"Средний расход топлива (л/100 км) (общий)";"13.2551762157309";"L/100km"
"62041.989415";"Стоимость топлива";"0.299227225015982";"$"
"62041.989415";"Стоимость топлива (общий)";"3.25";"$"
"62042.218415";"Обороты двигателя";"897";"rpm"
"62042.410415";"Мгновенный расход топлива (л/100 км)";"40.7364511362275";"L/100km"
"62042.410415";"Пройденный путь";"0.821019066861111";"km"
"62042.410415";"Пройденный путь (общий)";"26.5361537016667";"km"
"62042.410415";"Скорость автомобиля";"7";"km/h"
"62042.410415";"Средняя скорость";"10.4611655495551";"km/h"
"62042.410415";"Ускорение";"0.482378981112666";"m_sec2"
"62042.610415";"Температура охлаждающей жидкости";"71";"℃"
"62043.001415";"Использовано топлива";"0.296995786848849";"L"
"62043.001415";"Использовано топлива (общий)";"3.51787303156925";"L"
"62043.001415";"Массовый расход воздуха";"7.75";"g/sec"
"62043.001415";"Мгновенный расход топлива (л/ч)";"2.59994408722393";"L/h"
"62043.001415";"Моментальная мощность двигателя (от расхода топлива)";"7.48112244897959";"hp"
"62043.001415";"Расчетный наддув";"-0.207963174321452";"bar"
"62043.001415";"Средний расход топлива (л/100 км)";"36.1740425815338";"L/100km"
"62043.001415";"Средний расход топлива (л/100 км) (общий)";"13.2569062989272";"L/100km"
"62043.001415";"Стоимость топлива";"0.299965744717338";"$"
"62043.001415";"Стоимость топлива (общий)";"3.25";"$"
"62043.201415";"Обороты двигателя";"803";"rpm"
"62043.393415";"Мгновенный расход топлива (л/100 км)";"43.3324014537322";"L/100km"
"62043.393415";"Пройденный путь";"0.822659707194444";"km"
"62043.393415";"Пройденный путь (общий)";"26.537794342";"km"
"62043.393415";"Скорость автомобиля";"6";"km/h"
"62043.393415";"Средняя скорость";"10.4456749791078";"km/h"
"62043.594415";"Температура охлаждающей жидкости";"71";"℃"
"62044.001415";"Использовано топлива";"0.297764881432299";"L"
"62044.001415";"Использовано топлива (общий)";"3.5186421261527";"L"
"62044.001415";"Массовый расход воздуха";"8.25";"g/sec"
"62044.001415";"Мгновенный расход топлива (л/ч)";"2.76768241543193";"L/h"
"62044.001415";"Моментальная мощность двигателя (от расхода топлива)";"7.96377551020408";"hp"
"62044.001415";"Расчетный наддув";"-0.0556597004414618";"bar"
"62044.001415";"Средний расход топлива (л/100 км)";"36.1953890324568";"L/100km"
"62044.001415";"Средний расход топлива (л/100 км) (общий)";"13.2589848304911";"L/100km"
"62044.001415";"Стоимость топлива";"0.300742530246622";"$"
"62044.001415";"Стоимость топлива (общий)";"3.25";"$"
"62044.192415";"Обороты двигателя";"802";"rpm"
"62044.389415";"Мгновенный расход топлива (л/100 км)";"46.1280402571988";"L/100km"
"62044.389415";"Пройденный путь";"0.824318238361111";"km"
"62044.389415";"Пройденный путь (общий)";"26.5394528731667";"km"
"62044.389415";"Скорость автомобиля";"6";"km/h"
"62044.389415";"Средняя скорость";"10.4301262643047";"km/h"
"62044.389415";"Ускорение";"0.0679018701294056";"m_sec2"
"62044.585415";"Температура охлаждающей жидкости";"71";"℃"
"62044.990415";"Использовано топлива";"0.298801649603951";"L"
"62044.990415";"Использовано топлива (общий)";"3.51967889432435";"L"
"62044.990415";"Массовый расход воздуха";"11.25";"g/sec"
"62044.990415";"Мгновенный расход топлива (л/ч)";"3.7741123846799";"L/h"
"62044.990415";"Моментальная мощность двигателя (от расхода топлива)";"10.859693877551";"hp"
"62044.990415";"Расчетный наддув";"0.29418313967157";"bar"
"62044.990415";"Средний расход топлива (л/100 км)";"36.2483365887939";"L/100km"
"62044.990415";"Средний расход топлива (л/100 км) (общий)";"13.2620627529327";"L/100km"
"62044.990415";"Стоимость топлива";"0.301789666099991";"$"
"62044.990415";"Стоимость топлива (общий)";"3.25";"$"
"62045.210415";"Обороты двигателя";"1140";"rpm"
"62045.396415";"Мгновенный расход топлива (л/100 км)";"62.9018730779983";"L/100km"
"62045.396415";"Пройденный путь";"0.825996743194444";"km"
"62045.396415";"Пройденный путь (общий)";"26.541131378";"km"
"62045.396415";"Скорость автомобиля";"6";"km/h"
"62045.396415";"Средняя скорость";"10.4145015688505";"km/h"
"62045.396415";"Ускорение";"-0.0687149578624074";"m_sec2"
"62045.591415";"Температура охлаждающей жидкости";"71";"℃"
"62046.007415";"Использовано топлива";"0.299607351700681";"L"
"62046.007415";"Использовано топлива (общий)";"3.52048459642108";"L"
"62046.007415";"Массовый расход воздуха";"8.5";"g/sec"
"62046.007415";"Мгновенный расход топлива (л/ч)";"2.85155157953592";"L/h"
"62046.007415";"Моментальная мощность двигателя (от расхода топлива)";"8.20510204081633";"hp"
"62046.007415";"Расчетный наддув";"-0.364627237250291";"bar"
"62046.007415";"Средний расход топлива (л/100 км)";"36.2722194935037";"L/100km"
"62046.007415";"Средний расход топлива (л/100 км) (общий)";"13.2642597117741";"L/100km"
"62046.007415";"Стоимость топлива";"0.302603425217687";"$"
"62046.007415";"Стоимость топлива (общий)";"3.25";"$"
"62046.222415";"Обороты двигателя";"851";"rpm"
"62046.430415";"Мгновенный расход топлива (л/100 км)";"47.5258596589321";"L/100km"
"62046.430415";"Пройденный путь";"0.827720199027777";"km"
"62046.430415";"Пройденный путь (общий)";"26.5428548338333";"km"
"62046.430415";"Скорость автомобиля";"6";"km/h"
"62046.430415";"Средняя скорость";"10.3985707347695";"km/h"
"62046.430415";"Ускорение";"-0.069088656860991";"m_sec2"
"62046.646415";"Температура охлаждающей жидкости";"72";"℃"
"62047.037415";"Использовано топлива";"0.300374416391762";"L"
"62047.037415";"Использовано топлива (общий)";"3.52125166111216";"L"
"62047.037415";"Массовый расход воздуха";"8";"g/sec"
"62047.037415";"Мгновенный расход топлива (л/ч)";"2.68381325132793";"L/h"
"62047.037415";"Моментальная мощность двигателя (от расхода топлива)";"7.72244897959184";"hp"
"62047.037415";"Расчетный наддув";"-0.137053000482278";"bar"
"62047.037415";"Средний расход топлива (л/100 км)";"36.2893664724596";"L/100km"
"62047.037415";"Средний расход топлива (л/100 км) (общий)";"13.2662883595465";"L/100km"
"62047.037415";"Стоимость топлива";"0.30337816055568";"$"
"62047.037415";"Стоимость топлива (общий)";"3.25";"$"
"62047.238415";"Обороты двигателя";"795";"rpm"
"62047.428415";"Мгновенный расход топлива (л/100 км)";"134.190662566396";"L/100km"
"62047.428415";"Пройденный путь";"0.82827475525";"km"
"62047.428415";"Пройденный путь (общий)";"26.5434093900556";"km"
"62047.428415";"Скорость автомобиля";"2";"km/h"
"62047.428415";"Средняя скорость";"10.3694159068373";"km/h"
"62047.428415";"Ускорение";"-0.275389169164839";"m_sec2"
"62047.626415";"Температура охлаждающей жидкости";"72";"℃"
"62048.028415";"Использовано топлива";"0.301113441198397";"L"
"62048.028415";"Использовано топлива (общий)";"3.5219906859188";"L"
"62048.028415";"Массовый расход воздуха";"8";"g/sec"
"62048.028415";"Мгновенный расход топлива (л/ч)";"2.68381325132793";"L/h"
"62048.028415";"Моментальная мощность двигателя (от расхода топлива)";"7.72244897959184";"hp"
"62048.028415";"Расчетный наддув";"-0.0753334634093312";"bar"
"62048.028415";"Средний расход топлива (л/100 км)";"36.3542941867777";"L/100km"
"62048.028415";"Средний расход топлива (л/100 км) (общий)";"13.2687954066606";"L/100km"
"62048.028415";"Стоимость топлива";"0.304124575610381";"$"
"62048.028415";"Стоимость топлива (общий)";"3.25";"$"
"62048.217415";"Обороты двигателя";"825";"rpm"
"62048.421415";"Мгновенный расход топлива (л/100 км)";"268.381325132793";"L/100km"
"62048.421415";"Пройденный путь";"0.828550701444444";"km"
"62048.421415";"Пройденный путь (общий)";"26.54368533625";"km"
"62048.421415";"Скорость автомобиля";"1";"km/h"
"62048.421415";"Средняя скорость";"10.33715937682";"km/h"
"62048.421415";"Ускорение";"-0.344392350279972";"m_sec2"
"62048.626415";"Температура охлаждающей жидкости";"72";"℃"
"62049.000415";"Использовано топлива";"0.301793164779611";"L"
"62049.000415";"Использовано топлива (общий)";"3.52267040950001";"L"
"62049.000415";"Массовый расход воздуха";"7.5";"g/sec"
"62049.000415";"Мгновенный расход топлива (л/ч)";"2.51607492311993";"L/h"
"62049.000415";"Моментальная мощность двигателя (от расхода топлива)";"7.23979591836735";"hp"
"62049.000415";"Расчетный наддув";"-0.165927674330021";"bar"
"62049.000415";"Средний расход топлива (л/100 км)";"36.4242241607524";"L/100km"
"62049.000415";"Средний расход топлива (л/100 км) (общий)";"13.2712182384456";"L/100km"
"62049.000415";"Стоимость топлива";"0.304811096427407";"$"
"62049.000415";"Стоимость топлива (общий)";"3.25";"$"
"62049.199415";"Обороты двигателя";"826";"rpm"
"62049.399415";"Пройденный путь";"0.828550701444444";"km"
"62049.399415";"Пройденный путь (общий)";"26.54368533625";"km"
"62049.399415";"Скорость автомобиля";"0";"km/h"
"62049.399415";"Средняя скорость";"10.3022704522417";"km/h"
"62049.399415";"Ускорение";"-0.416410085182429";"m_sec2"
"62049.579415";"Температура охлаждающей жидкости";"72";"℃"
"62049.990415";"Использовано топлива";"0.302461901171839";"L"
"62049.990415";"Использовано топлива (общий)";"3.52333914589224";"L"
"62049.990415";"Массовый расход воздуха";"7.25";"g/sec"
"62049.990415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62049.990415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62049.990415";"Расчетный наддув";"-0.195163372007496";"bar"
"62049.990415";"Средний расход топлива (л/100 км)";"36.5049357443721";"L/100km"
"62049.990415";"Средний расход топлива (л/100 км) (общий)";"13.2737376187944";"L/100km"
"62049.990415";"Стоимость топлива";"0.305486520183557";"$"
"62049.990415";"Стоимость топлива (общий)";"3.25";"$"
"62050.197415";"Обороты двигателя";"813";"rpm"
"62050.408415";"Пройденный путь";"0.828550701444444";"km"
"62050.408415";"Пройденный путь (общий)";"26.54368533625";"km"
"62050.408415";"Скорость автомобиля";"0";"km/h"
"62050.408415";"Средняя скорость";"10.266498368397";"km/h"
"62050.408415";"Ускорение";"-0.419024296394724";"m_sec2"
"62050.632415";"Температура охлаждающей жидкости";"72";"℃"
"62051.030415";"Использовано топлива";"0.303164366042308";"L"
"62051.030415";"Использовано топлива (общий)";"3.52404161076271";"L"
"62051.030415";"Массовый расход воздуха";"7.25";"g/sec"
"62051.030415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62051.030415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62051.030415";"Расчетный наддув";"-0.182082036012536";"bar"
"62051.030415";"Средний расход топлива (л/100 км)";"36.5897181082328";"L/100km"
"62051.030415";"Средний расход топлива (л/100 км) (общий)";"13.276384066948";"L/100km"
"62051.030415";"Стоимость топлива";"0.306196009702731";"$"
"62051.030415";"Стоимость топлива (общий)";"3.25";"$"
"62051.233415";"Обороты двигателя";"821";"rpm"
"62051.429415";"Пройденный путь";"0.828550701444444";"km"
"62051.429415";"Пройденный путь (общий)";"26.54368533625";"km"
"62051.429415";"Скорость автомобиля";"0";"km/h"
"62051.429415";"Средняя скорость";"10.2305486656769";"km/h"
"62051.429415";"Ускорение";"-0.138859152201445";"m_sec2"
"62051.636415";"Температура охлаждающей жидкости";"72";"℃"
"62052.043415";"Использовано топлива";"0.303849330043799";"L"
"62052.043415";"Использовано топлива (общий)";"3.5247265747642";"L"
"62052.043415";"Массовый расход воздуха";"7.25";"g/sec"
"62052.043415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62052.043415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62052.043415";"Расчетный наддув";"-0.190181114833364";"bar"
"62052.043415";"Средний расход топлива (л/100 км)";"36.6723882454129";"L/100km"
"62052.043415";"Средний расход топлива (л/100 км) (общий)";"13.2789645827762";"L/100km"
"62052.043415";"Стоимость топлива";"0.306887823344237";"$"
"62052.043415";"Стоимость топлива (общий)";"3.25";"$"
"62052.237415";"Обороты двигателя";"823";"rpm"
"62052.460415";"Пройденный путь";"0.828550701444444";"km"
"62052.460415";"Пройденный путь (общий)";"26.54368533625";"km"
"62052.460415";"Скорость автомобиля";"0";"km/h"
"62052.460415";"Средняя скорость";"10.1944750584765";"km/h"
"62052.460415";"Ускорение";"-0.0687765519100187";"m_sec2"
"62052.649415";"Температура охлаждающей жидкости";"72";"℃"
"62053.041415";"Использовано топлива";"0.304523141571149";"L"
"62053.041415";"Использовано топлива (общий)";"3.52540038629155";"L"
"62053.041415";"Массовый расход воздуха";"7.25";"g/sec"
"62053.041415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62053.041415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62053.041415";"Расчетный наддув";"-0.192181282233526";"bar"
"62053.041415";"Средний расход топлива (л/100 км)";"36.7537123606633";"L/100km"
"62053.041415";"Средний расход топлива (л/100 км) (общий)";"13.2815030830591";"L/100km"
"62053.041415";"Стоимость топлива";"0.307568372986861";"$"
"62053.041415";"Стоимость топлива (общий)";"3.25";"$"
"62053.249415";"Обороты двигателя";"820";"rpm"
"62053.460415";"Пройденный путь";"0.828550701444444";"km"
"62053.460415";"Пройденный путь (общий)";"26.54368533625";"km"
"62053.460415";"Скорость автомобиля";"0";"km/h"
"62053.460415";"Средняя скорость";"10.1597560602256";"km/h"
"62053.460415";"Ускорение";"0";"m_sec2"
"62053.683415";"Температура охлаждающей жидкости";"72";"℃"
"62054.129415";"Использовано топлива";"0.305258426018079";"L"
"62054.129415";"Использовано топлива (общий)";"3.52613567073848";"L"
"62054.129415";"Массовый расход воздуха";"7.25";"g/sec"
"62054.129415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62054.129415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62054.129415";"Расчетный наддув";"-0.189177372290478";"bar"
"62054.129415";"Средний расход топлива (л/100 км)";"36.8424558069784";"L/100km"
"62054.129415";"Средний расход топлива (л/100 км) (общий)";"13.2842731748441";"L/100km"
"62054.129415";"Стоимость топлива";"0.308311010278259";"$"
"62054.129415";"Стоимость топлива (общий)";"3.25";"$"
"62054.347415";"Обороты двигателя";"806";"rpm"
"62054.547415";"Пройденный путь";"0.828550701444444";"km"
"62054.547415";"Пройденный путь (общий)";"26.54368533625";"km"
"62054.547415";"Скорость автомобиля";"0";"km/h"
"62054.547415";"Средняя скорость";"10.1222794305774";"km/h"
"62054.547415";"Ускорение";"0";"m_sec2"
"62054.749415";"Температура охлаждающей жидкости";"72";"℃"
"62055.160415";"Использовано топлива";"0.305954938064952";"L"
"62055.160415";"Использовано топлива (общий)";"3.52683218278535";"L"
"62055.160415";"Массовый расход воздуха";"7.25";"g/sec"
"62055.160415";"Мгновенный расход топлива (л/ч)";"2.43220575901594";"L/h"
"62055.160415";"Моментальная мощность двигателя (от расхода топлива)";"6.9984693877551";"hp"
"62055.160415";"Расчетный наддув";"-0.174863455680139";"bar"
"62055.160415";"Средний расход топлива (л/100 км)";"36.9265197086393";"L/100km"
"62055.160415";"Средний расход топлива (л/100 км) (общий)";"13.2868971964826";"L/100km"
"62055.160415";"Стоимость топлива";"0.309014487445602";"$"
"62055.160415";"Стоимость топлива (общий)";"3.25";"$"
"62055.344415";"Обороты двигателя";"787";"rpm"
"62055.531415";"Пройденный путь";"0.828550701444444";"km"
"62055.531415";"Пройденный путь (общий)";"26.54368533625";"km"
"62055.531415";"Скорость автомобиля";"0";"km/h"
"62055.531415";"Средняя скорость";"10.088606718498";"km/h"
"62055.531415";"Ускорение";"0";"m_sec2"
"62055.726415";"Температура охлаждающей жидкости";"73";"℃"
"62056.117415";"Использовано топлива";"0.307716402117697";"L"
"62056.117415";"Использовано топлива (общий)";"3.5285936468381";"L"
"62056.117415";"Массовый расход воздуха";"19.75";"g/sec"
"62056.117415";"Мгновенный расход топлива (л/ч)";"6.62566396421582";"L/h"
"62056.117415";"Моментальная мощность двигателя (от расхода топлива)";"19.0647959183674";"hp"
"62056.117415";"Расчетный наддув";"1.32576874525798";"bar"
"62056.117415";"Средний расход топлива (л/100 км)";"37.1391155159537";"L/100km"
"62056.117415";"Средний расход топлива (л/100 км) (общий)";"13.2935332910204";"L/100km"
"62056.117415";"Стоимость топлива";"0.310793566138874";"$"
"62056.117415";"Стоимость топлива (общий)";"3.25";"$"
"62056.324415";"Обороты двигателя";"1490";"rpm"
"62056.516415";"Пройденный путь";"0.828550701444444";"km"
